fragments,num_positions,filled,cluster
[100He]C1Nc2ccccc2C(=O)N1[100He],2,O=C1NCNc2ccccc21,0
[100He]C1c2ccccc2Cc2ccccc21,1,c1ccc2c(c1)Cc1ccccc1C2,0
[100He]C1C=C2C=CC=C3C=Cc4cccc1c4C32,1,C1=CC2=CCc3cccc4c3C2C(=C1)C=C4,0
[100He]C1c2ccccc2Oc2ccc([101He])cc21,2,c1ccc2c(c1)Cc1ccccc1O2,0
[100He]c1cccc2c1C1CCC2C1,1,c1ccc2c(c1)C1CCC2C1,0
[100He]C1c2ccccc2-c2ccc([101He])cc21,2,c1ccc2c(c1)Cc1ccccc1-2,0
[100He]C1Cc2c([101He])cccc21,2,c1ccc2c(c1)CC2,0
[100He]c1c([101He])c([100He])c2c(c1[102He])C1c3ccccc3C2c2ccccc21,4,c1ccc2c(c1)C1c3ccccc3C2c2ccccc21,0
[100He]c1cccc2c1C1CCC2[Si]1(C)C,1,C[Si]1(C)C2CCC1c1ccccc12,0
[100He]c1cccc2c1N1c3ccccc3C3c4ccccc4C231,1,c1ccc2c(c1)C1c3ccccc3C13c1ccccc1N23,0
[100He]c1sc2cccc3c2c1-c1cccc2c1C3C([101He])=[SH]2,2,C1=[SH]c2cccc3c2C1c1cccc2scc-3c12,0
[100He]c1c([101He])c([102He])c2c(c1[102He])C1c3ccccc3C2c2ccccc21,4,c1ccc2c(c1)C1c3ccccc3C2c2ccccc21,0
[100He]c1nc2c(c([101He])c1[102He])C1CCC2c2ccccc21,3,c1ccc2c(c1)C1CCC2c2ncccc21,0
[100He]C1CC=CC2=C1C=CC1Nc3ccccc3C21,1,C1=CC2=C(C=CC3Nc4ccccc4C23)CC1,0
[100He]C1N=c2ccccc2=C([101He])N1,2,C1=c2ccccc2=NCN1,0
[100He]C1C(=O)c2ccccc2C1=O,1,O=C1CC(=O)c2ccccc21,0
[100He]C(C)(C)COCOCC[Si](C)(C)C,1,CC(C)COCOCC[Si](C)(C)C,1
[100He][Si](C)(CCO[Si](C)(C)CC)OCC,1,CCO[SiH](C)CCO[Si](C)(C)CC,1
[100He]CCO[Si](C)(C)CCCC,1,CCCC[Si](C)(C)OCC,1
[100He]CC[Si](C)(OC)OC,1,CC[Si](C)(OC)OC,1
[100He]C(CC)=NCCC[Si](OCC)(OCC)OCC,1,CCC=NCCC[Si](OCC)(OCC)OCC,1
[100He]CCC[Si](C)(C)C,1,CCC[Si](C)(C)C,1
[100He][Si](O)(C[Si]([100He])(O[SiH](C)C)O[Si](C)(C)CC)O[SiH](C)C,2,CC[Si](C)(C)O[SiH](C[SiH](O)O[SiH](C)C)O[SiH](C)C,1
[100He][Si]([100He])([101He])C,3,C[SiH3],1
[100He][Si](CC)(CC)OC,1,CC[SiH](CC)OC,1
[100He][Si](O[SiH](C)C)(O[Si](C)(C)C)O[Si](C)(C)CC,1,CC[Si](C)(C)O[SiH](O[SiH](C)C)O[Si](C)(C)C,1
[100He][Si](Cl)(Cl)CC,1,CC[SiH](Cl)Cl,1
[100He]CCCCCC[SiH](C)O[Si](C)(C)C,1,CCCCCC[SiH](C)O[Si](C)(C)C,1
[100He]CCSCCC[Si](OC)(OC)OC,1,CCSCCC[Si](OC)(OC)OC,1
[100He][Si](O[SiH](C)C)(O[SiH](C)C)O[Si](C)(C)CC,1,CC[Si](C)(C)O[SiH](O[SiH](C)C)O[SiH](C)C,1
[100He][Si](C=C)(C=C)O[Si]([100He])(C=C)C=C,2,C=C[SiH](C=C)O[SiH](C=C)C=C,1
[100He][Si](C)(O[Si](C)(C)C)O[Si](C)(C)CCCOC(=O)C(=C)C,1,C=C(C)C(=O)OCCC[Si](C)(C)O[SiH](C)O[Si](C)(C)C,1
[100He][Si](Cl)(CC=CC)CC=CC,1,CC=CC[SiH](Cl)CC=CC,1
[100He][Si](OCC)(OCC)OCC,1,CCO[SiH](OCC)OCC,1
[100He]CCC[SiH](O[Si](C)(C)C)O[Si](C)(C)C,1,CCC[SiH](O[Si](C)(C)C)O[Si](C)(C)C,1
[100He]CC[Si](C)(C)O[Si]([101He])(C)O[Si]([102He])(C)C,3,CC[Si](C)(C)O[SiH](C)O[SiH](C)C,1
[100He]CC[Si](C)(C)O[Si]([101He])(C)O[Si](C)(C)CC[100He],3,CC[Si](C)(C)O[SiH](C)O[Si](C)(C)CC,1
[100He][Si](C)(C)C=C[101He],2,C=C[SiH](C)C,1
[100He][Si](C)(O[SiH](C)C)O[Si](C)(C)O[SiH](C)C,1,C[SiH](C)O[SiH](C)O[Si](C)(C)O[SiH](C)C,1
[100He]C#C[Si]([101He])(CC)CC,2,C#C[SiH](CC)CC,1
[100He][Si](CC)(CC)CC,1,CC[SiH](CC)CC,1
[100He]CC[Si](OC)(OC)OC,1,CC[Si](OC)(OC)OC,1
[100He][Si](C)(C)O[Si](C)(C)CC,1,CC[Si](C)(C)O[SiH](C)C,1
[100He]C=C[Si]([101He])(C)C,2,C=C[SiH](C)C,1
[100He]C[Si]([101He])(CC)CC,2,CC[SiH](C)CC,1
[100He]CC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,1,CC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,1
[100He][Si](C)(C)O[Si]([100He])(C)C,2,C[SiH](C)O[SiH](C)C,1
[100He]CCO[Si](C)(C)C(C)(C)C,1,CCO[Si](C)(C)C(C)(C)C,1
[100He]N[Si](C)(C)C(C)(C)C,1,CC(C)(C)[Si](C)(C)N,1
[100He]C#CCO[Si](C)(C)C,1,C#CCO[Si](C)(C)C,1
[100He][Si]([100He])(OCCC#C)C(C)(C)C,2,C#CCCO[SiH2]C(C)(C)C,1
[100He][Si]([100He])([100He])C,3,C[SiH3],1
[100He][Si](O[SiH](C)C)(O[SiH](C)C)O[SiH](C)C,1,C[SiH](C)O[SiH](O[SiH](C)C)O[SiH](C)C,1
