smiles,homo,gap,lumo
CC(C)(C)C1=C2C=CC=C3C=CC4=C(C(=C1)CC=C4)C32,-6.1954337254139,1.329,-0.83873652139615
C1=CCC(C2=Cc3cc4c(cc3C2)-c2ccccc2C4)=C1,-7.04657863839285,3.625,-0.0884914241826
Cc1cc(C)c(C2=C(O)[C@@H]3[C@@H]4O[C@@H](C[C@H]4c4ccnc5cc(C)ccc45)[C@@H]3C2=O)c(C)c1,-8.510932113473551,4.281,0.1536899027624
Cc1c(C=C2C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)ncc2c1oc1c2cnc2c3ncc4c5cnc(C=C6C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)c(C)c5oc4c3c3nonc3c21,-8.8100124465581,3.285,-2.32981157659595
O=C(O)c1ccccn1,-10.0002384286451,4.546,-0.0672665438436
CC(C)(C)c1ccc(-c2c3ccc(-n4c(-c5ccccc5)ccc4-c4ccccc4)cc3c(-c3ccccc3)c3ccc(-n4c(-c5ccccc5)ccc4-c4ccccc4)cc23)cc1,-7.30062412921965,3.469,-0.5741874359400501
Nc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1c-2ccc2c1oc1ccccc12,-7.24201080582195,4.245,0.393476627823
Cc1ccc2c3c(cccc13)-c1ccccc1-2,-7.94841836171995,3.787,-0.3774763334136
COc1cc2c(C)cc1CSCc1cc(C)c(cc1OC)CSC2,-7.68708021969975,4.579,0.94431669539015
CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2-c2cc4c(cc21)-c1ccc(C)cc1C4=C(C#N)C#N)C(=C(C#N)C#N)c1cc(C)ccc1-3,-8.07832551394865,2.762,-1.85627905395585
c1ccc2c(c1)sc1c2ccc2[nH]c3c4ccccc4c4ccccc4c3c21,-7.38046233295635,4.054,0.22985456951735
CCCCC(CC)CN1C(=O)C2=C(c3ccc(C#N)o3)N(CC(CC)CCCC)C(=O)C2=C1c1ccc(C#N)o1,-7.744469030770201,2.691,-2.12055602556145
Cc1cccc(-c2ccc3c4ccccc4c4ccccc4c3c2)c1,-7.9142136507120995,4.271,0.21233043754515
Cc1c(-c2ccc(C=CC=CC=C3C(=O)c4cc(Cl)c(Br)cc4C3=C(C#N)C#N)s2)ccc2c1n(C)c1c3c4nsnc4c4c5c(c6ccc(-c7ccc(C=CC=CC=C8C(=O)c9cc(Cl)c(Br)cc9C8=C(C#N)C#N)s7)c(C)c6n5C)n(C)c4c3n(C)c21,-6.8675549361489,2.177,-2.2973483942313
CC(F)(F)F,-13.39749821798245,11.195,2.38869701384415
CCc1ccc(Oc2cccc(Cl)c2)cc1C1=C(O)C(C)(C)OC(C)(C)C1=O,-8.44758400907715,4.086,0.4110551825653
C[Si](C)(C)c1ccc(-c2c3ccccc3c(-c3ccc(-c4c5ccccc5c(-c5ccc([Si](C)(C)C)c6ccccc56)c5ccccc45)c4ccccc34)c3ccccc23)c2ccccc12,-7.38617672381685,3.595,-0.3514078265357
CCCCCCc1cc(C)sc1C,-8.0460800226644,5.569,1.5883285453685
NC(=O)c1nc(-c2c(F)cccc2F)oc1Nc1ccc(S(=O)(=O)N2CCCCC2)cc1,-7.86602228778855,4.093,-0.271569622799
CCCCCCCCc1c2ccsc2c(CCCCCCCC)c2ccsc12,-7.4627223499625,4.271,0.42267444398165
O=C(O)c1ccccc1-c1ccccc1,-8.8317815545981,4.933,0.2018540543009
CC1=C(C)C2(C)CC1(C)c1ccccc12,-8.0135352061446,5.25,1.5683009659717
C(=C/c1ccc(-c2c3ccccc3c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3ccccc23)cc1)\c1ccc(-c2ccccc2)cc1,-7.135124485345551,3.499,-0.4113817191859
Cc1c(-c2ccc(C=CC=CC=C3C(=O)c4cc(Cl)c(Cl)cc4C3=C(C#N)C#N)s2)ncc2c1ncc1c2ccc2c3ccc4c5cnc(-c6ccc(C=CC=CC=C7C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)s6)c(C)c5ncc4c3c3nccnc3c12,-7.69894438358155,2.29,-2.28507605957375
CCOOC/C=C(/OOCC)c1ccc(Oc2ccc(F)c(F)c2)nc1,-8.70870446001695,5.001,0.4347290875588
Cc1cccc(C2C(c3ccc(Cl)cc3)N=C(c3ccc(C(F)(F)F)cc3)N2C(=O)N2CCNC(=O)C2)c1,-8.879428689820651,5.027,-0.2806038026356
